sensor,date,lpl_conc,mpl_conc,lpl_ir,mpl_ir,bme_pres,bme_rh,bme_temp,ref_co2,ref_h2o,bme_h2o,N
1011222,2023-08-09 04:00,505.925,1.89,34051.982,35137.518,968.641,58.191,19.084,462.881,1.39,1.3268601,56
0101121B,2023-08-09 05:00,592.849,2.266,32891.132,34233.283,968.728,57.685,19.766,475.371,1.433,1.3720507,53
0101121E,2023-08-09 05:00,555.438,1.861,33128.34,34915.925,968.934,58.406,19.782,475.371,1.433,1.3903382,53
1011222,2023-08-09 05:00,517.085,1.946,33797.038,34903.717,968.851,57.795,19.662,475.371,1.433,1.3656726,53
0101121B,2023-08-09 06:00,599.418,2.334,32656.071,33947.857,969.17,56.151,20.747,481.957,1.471,1.4185149,56
0101121E,2023-08-09 06:00,561.155,1.919,32943.357,34641.018,969.389,56.663,20.783,481.957,1.471,1.4342759,56
1011222,2023-08-09 06:00,522.959,2.011,33594.304,34588.857,969.284,56.238,20.637,481.957,1.471,1.4109659,56
0101121B,2023-08-09 07:00,559.952,2.34,33097.25,33794.423,969.502,52.849,21.885,444.066,1.447,1.4273131,52
0101121E,2023-08-09 07:00,523.058,1.917,33461.712,34524.981,969.719,53.232,21.873,444.066,1.447,1.4360304,52
1011222,2023-08-09 07:00,486.215,2.011,34121.769,34439.019,969.596,52.899,21.691,444.066,1.447,1.411826,52
0101121B,2023-08-09 08:00,539.14,2.258,33102.057,33700.774,969.574,44.037,23.983,426.182,1.355,1.3535644,53
0101121E,2023-08-09 08:00,502.311,1.837,33581.509,34480.245,969.821,44.072,23.992,426.182,1.355,1.3549903,53
1011222,2023-08-09 08:00,466.919,1.953,34212.208,34270.566,969.675,44.087,23.845,426.182,1.355,1.3437969,53
0101121B,2023-08-09 09:00,535.148,2.275,32942.5,33475.224,969.36,40.364,25.422,422.123,1.372,1.352063,58
0101121E,2023-08-09 09:00,497.526,1.849,33512.914,34290.569,969.602,40.503,25.347,422.123,1.372,1.3504339,58
1011222,2023-08-09 09:00,462.971,1.971,34120,34036.19,969.481,40.565,25.198,422.123,1.372,1.3406906,58
0101121B,2023-08-09 10:00,527.666,2.276,32509.821,32998.696,969.118,32.518,28.852,413.899,1.336,1.3287718,56
0101121E,2023-08-09 10:00,489.323,1.851,33257.714,33862.071,969.373,32.742,28.688,413.899,1.336,1.3243811,56
1011222,2023-08-09 10:00,455.777,1.99,33824.446,33502.464,969.245,32.833,28.555,413.899,1.336,1.3184019,56
0101121B,2023-08-09 11:00,522.438,2.229,32079.241,32676.103,968.909,25.871,31.975,411.098,1.294,1.267865,58
0101121E,2023-08-09 11:00,485.326,1.808,32937.069,33582.483,969.14,26.06,31.809,411.098,1.294,1.2648925,58
1011222,2023-08-09 11:00,453.183,1.956,33467.828,33157.569,969.084,26.315,31.589,411.098,1.294,1.2614043,58
0101121B,2023-08-09 12:00,520.746,2.202,32325.327,32910.962,968.944,28.106,30.65,413.681,1.314,1.2774118,52
0101121E,2023-08-09 12:00,485.206,1.79,33103.558,33784.365,969.138,28.303,30.52,413.681,1.314,1.276537,52
1011222,2023-08-09 12:00,453.329,1.924,33645.308,33417.808,969.058,28.618,30.258,413.681,1.314,1.2717166,52
0101121B,2023-08-09 13:00,522.742,2.353,32038.5,32381.346,968.913,27.308,32.187,412.418,1.402,1.3542323,52
0101121E,2023-08-09 13:00,485.396,1.913,32911.327,33297.5,969.098,27.59,31.996,412.418,1.402,1.3532968,52
1011222,2023-08-09 13:00,453.929,2.072,33437.327,32865.885,969.087,27.912,31.709,412.418,1.402,1.3470181,52
0101121B,2023-08-09 14:00,515.667,2.347,32192.102,32438.714,969.008,27.958,31.927,409.008,1.423,1.3651256,49
0101121E,2023-08-09 14:00,480.212,1.906,33020.327,33343.694,969.18,28.145,31.825,409.008,1.423,1.3662541,49
1011222,2023-08-09 14:00,449.482,2.061,33538.776,32923.306,969.167,28.435,31.551,409.008,1.423,1.3591214,49
0101121B,2023-08-09 15:00,512.162,2.248,32595.782,32932.909,969.291,30.6,29.828,407.936,1.381,1.3264001,55
0101121E,2023-08-09 15:00,478.353,1.832,33310.709,33777.927,969.464,30.697,29.794,407.936,1.381,1.3277944,55
1011222,2023-08-09 15:00,446.713,1.956,33854.491,33441.6,969.442,30.924,29.589,407.936,1.381,1.3219967,55
0101121B,2023-08-09 16:00,511.536,2.237,32809.818,33128.236,969.569,33.001,28.584,408.528,1.389,1.3307978,55
0101121E,2023-08-09 16:00,478.84,1.825,33453.636,33950.309,969.72,33.082,28.569,408.528,1.389,1.3326586,55
1011222,2023-08-09 16:00,446.935,1.936,34011.6,33666.073,969.722,33.294,28.367,408.528,1.389,1.3256209,55
0101121B,2023-08-09 17:00,516.204,2.197,32963.625,33411.054,969.848,35.341,27.178,413.649,1.372,1.3123614,56
0101121E,2023-08-09 17:00,484.021,1.794,33533.571,34204.946,970.009,35.428,27.167,413.649,1.372,1.3145518,56
1011222,2023-08-09 17:00,451.55,1.893,34102.25,33965.75,969.982,35.587,27.012,413.649,1.372,1.3085311,56
0101121B,2023-08-09 18:00,525.767,2.245,32957.8,33428.291,970.136,38.527,26.262,422.862,1.43,1.3553085,55
0101121E,2023-08-09 18:00,493.738,1.842,33469.091,34189.855,970.271,38.65,26.3,422.862,1.43,1.3624666,55
1011222,2023-08-09 18:00,460.66,1.935,34042.036,33981.964,970.233,38.729,26.18,422.862,1.43,1.3556975,55
0101121B,2023-08-09 19:00,557.539,2.362,32622.235,33304.863,970.569,43.586,25.257,449.42,1.548,1.4437836,51
0101121E,2023-08-09 19:00,524.492,1.953,33067.451,34028.059,970.729,43.899,25.312,449.42,1.548,1.4587209,51
1011222,2023-08-09 19:00,489.857,2.044,33648.902,33861.843,970.733,43.904,25.164,449.42,1.548,1.446086,51
0101121B,2023-08-09 20:00,588.785,2.431,32311.396,33288.396,970.745,48.039,24.221,476.324,1.61,1.4955586,53
0101121E,2023-08-09 20:00,554.581,2.018,32700.906,33987.283,970.902,48.568,24.249,476.324,1.61,1.5144201,53
1011222,2023-08-09 20:00,518.592,2.107,33282.34,33853.132,970.853,48.41,24.126,476.324,1.61,1.4985317,53
0101121B,2023-08-09 21:00,603.069,2.482,32264.655,33321.982,970.884,52.617,23.112,491.43,1.663,1.5320996,55
0101121E,2023-08-09 21:00,567.976,2.06,32604.855,34013.109,971.053,53.269,23.142,491.43,1.663,1.5536632,55
1011222,2023-08-09 21:00,531.44,2.147,33191.873,33911.564,971,52.919,23.03,491.43,1.663,1.5331582,55
0101121B,2023-08-09 22:00,616.054,2.552,32112.386,33205.579,970.989,55.158,22.856,500.917,1.691,1.5818699,57
0101121E,2023-08-09 22:00,579.612,2.12,32449.228,33892.316,971.146,55.756,22.889,500.917,1.691,1.6018975,57
1011222,2023-08-09 22:00,542.389,2.207,33039.632,33805.825,971.093,55.289,22.764,500.917,1.691,1.5765961,57
0101121B,2023-08-09 23:00,646.11,2.54,31797.724,33327.707,971.047,57.436,22.074,526.035,1.698,1.570556,58
0101121E,2023-08-09 23:00,608.31,2.111,32090.138,34000.414,971.233,58.357,22.123,526.035,1.698,1.6001391,58
1011222,2023-08-09 23:00,569.981,2.197,32682.121,33940.724,971.178,57.643,21.972,526.035,1.698,1.5661892,58
0101121B,2023-08-10,673.32,2.536,31525.6,33429.745,970.998,59.822,21.328,545.644,1.696,1.5629658,55
0101121E,2023-08-10,632.86,2.106,31800.091,34098.345,971.198,61.01,21.368,545.644,1.696,1.5975898,55
1011222,2023-08-10,594.073,2.194,32384.236,34050.782,971.133,60.125,21.228,545.644,1.696,1.5609899,55
0101121B,2023-08-10 01:00,685.507,2.519,31499.643,33592.661,970.905,62.867,20.3,551.852,1.672,1.5420065,56
0101121E,2023-08-10 01:00,644.18,2.086,31730.482,34259.643,971.141,64.388,20.344,551.852,1.672,1.5832183,56
1011222,2023-08-10 01:00,605.007,2.179,32322.464,34234.464,971.036,63.25,20.196,551.852,1.672,1.5412967,56
0101121B,2023-08-10 02:00,662.045,2.457,31939.767,33841.967,971.115,64.45,19.404,525.272,1.606,1.4953458,60
0101121E,2023-08-10 02:00,621.02,2.024,32146.583,34519.367,971.325,65.914,19.453,525.272,1.606,1.5335982,60
1011222,2023-08-10 02:00,582.738,2.119,32755.65,34510.267,971.2,64.727,19.312,525.272,1.606,1.4930452,60
0101121B,2023-08-10 03:00,641.545,2.426,32287.069,33963.552,971.353,65.162,18.974,508.559,1.573,1.4714642,58
0101121E,2023-08-10 03:00,601.578,1.998,32478.19,34635.103,971.579,66.651,19.013,508.559,1.573,1.508404,58
1011222,2023-08-10 03:00,563.679,2.091,33102.052,34638.69,971.39,65.367,18.894,508.559,1.573,1.4687653,58
0101121B,2023-08-10 04:00,659.44,2.383,32130.431,34151.759,971.54,66.528,18.234,523.864,1.556,1.4339842,58
0101121E,2023-08-10 04:00,618.79,1.958,32280.983,34819.983,971.745,68.193,18.288,523.864,1.556,1.4745622,58
1011222,2023-08-10 04:00,579.678,2.048,32919.207,34853.81,971.548,66.59,18.152,523.864,1.556,1.4279484,58
0101121B,2023-08-10 05:00,645.076,2.493,32156.559,33734.119,971.715,64.975,19.581,510.59,1.565,1.5218175,59
0101121E,2023-08-10 05:00,603.866,2.046,32391.593,34437.034,971.953,66.213,19.62,510.59,1.565,1.553799,59
1011222,2023-08-10 05:00,564.781,2.154,33021.746,34383.712,971.754,64.905,19.541,510.59,1.565,1.516028,59
0101121B,2023-08-10 06:00,590.273,2.527,32480.508,33247.627,972.046,53.643,22.897,463.439,1.544,1.5366175,59
0101121E,2023-08-10 06:00,548.792,2.076,32928.559,33996.203,972.327,53.967,22.903,463.439,1.544,1.5458601,59
1011222,2023-08-10 06:00,511.698,2.203,33530.932,33787.61,972.132,53.062,22.936,463.439,1.544,1.5234049,59
0101121B,2023-08-10 07:00,570.154,2.6,32070.186,32498.051,972.136,40.957,27.579,445.873,1.544,1.5467132,59
0101121E,2023-08-10 07:00,527.908,2.143,32757.458,33300.339,972.388,41.017,27.535,445.873,1.544,1.5447197,59
1011222,2023-08-10 07:00,492.527,2.296,33320.763,32955.034,972.232,40.8,27.445,445.873,1.544,1.5290889,59
0101121B,2023-08-10 08:00,559.498,2.649,31529.036,31835.357,971.895,31.544,31.943,437.479,1.56,1.5366319,56
0101121E,2023-08-10 08:00,517.712,2.183,32398,32697.661,972.164,31.534,31.87,437.479,1.56,1.5293744,56
1011222,2023-08-10 08:00,484.238,2.356,32905.5,32249.482,972.057,31.567,31.753,437.479,1.56,1.5209906,56
0101121B,2023-08-10 09:00,543.376,2.663,31313.052,31442.241,971.612,26.521,34.689,422.605,1.552,1.507765,58
0101121E,2023-08-10 09:00,502.053,2.184,32288.034,32353.638,971.843,26.405,34.668,422.605,1.552,1.4993574,58
1011222,2023-08-10 09:00,470.828,2.379,32749.103,31830.362,971.748,26.447,34.563,422.605,1.552,1.4929141,58
0101121B,2023-08-10 10:00,537.919,2.659,30922.932,31076.288,971.022,22.155,37.474,418.985,1.526,1.4676761,59
0101121E,2023-08-10 10:00,497.939,2.162,31965.525,32045.729,971.198,21.974,37.53,418.985,1.526,1.4598997,59
1011222,2023-08-10 10:00,468.766,2.385,32376.254,31443.254,971.175,22.026,37.42,418.985,1.526,1.4545216,59
0101121B,2023-08-10 11:00,531.841,2.597,30863.644,31066.339,970.527,20.385,38.337,416.091,1.501,1.4180117,59
0101121E,2023-08-10 11:00,492.976,2.105,31943.068,32072.915,970.673,20.352,38.257,416.091,1.501,1.4094484,59
1011222,2023-08-10 11:00,464.807,2.332,32347.475,31463.797,970.702,20.552,38.072,416.091,1.501,1.4090965,59
0101121B,2023-08-10 12:00,532.298,2.566,30597.592,30905.143,970.445,18.257,39.854,416.401,1.448,1.3759305,49
0101121E,2023-08-10 12:00,493.316,2.06,31720.878,31960.959,970.584,18.231,39.795,416.401,1.448,1.3695094,49
1011222,2023-08-10 12:00,466.359,2.31,32119.306,31312.98,970.643,18.546,39.444,416.401,1.448,1.3671923,49
0101121B,2023-08-10 13:00,530.83,2.587,30539.912,30808.561,970.135,18.059,40.313,418.766,1.503,1.3969649,57
0101121E,2023-08-10 13:00,492.946,2.077,31690.246,31897.281,970.246,18.293,40.055,418.766,1.503,1.3955938,57
1011222,2023-08-10 13:00,466.833,2.329,32073.579,31249.456,970.3,18.628,39.702,418.766,1.503,1.3945468,57
0101121B,2023-08-10 14:00,527.372,2.474,30699.316,31104.561,969.916,17.864,39.675,417.789,1.44,1.3365464,57
0101121E,2023-08-10 14:00,489.646,1.971,31849.649,32223.614,970.026,18.303,39.305,417.789,1.44,1.342407,57
1011222,2023-08-10 14:00,463.332,2.201,32252.14,31610.825,970.102,18.685,38.886,417.789,1.44,1.3397746,57
0101121B,2023-08-10 15:00,523.33,2.376,30970.46,31455.5,969.864,18.477,38.443,417.326,1.38,1.2930298,50
0101121E,2023-08-10 15:00,486.322,1.874,32086.08,32603.86,969.922,19.017,38.01,417.326,1.38,1.2999464,50
1011222,2023-08-10 15:00,459.61,2.078,32507.12,32034.58,970.068,19.424,37.573,417.326,1.38,1.2965416,50
0101121B,2023-08-10 16:00,516.672,2.359,31717.736,32028.736,969.608,23.482,34.649,417.105,1.418,1.3310764,53
0101121E,2023-08-10 16:00,482.292,1.838,32627.981,33144.887,969.67,23.722,34.535,417.105,1.418,1.3366532,53
1011222,2023-08-10 16:00,454.585,1.999,33066.094,32668.396,969.775,23.993,34.289,417.105,1.418,1.3337239,53
0101121B,2023-08-10 17:00,520.815,2.36,32119.185,32412.407,969.643,28.286,31.884,420.648,1.461,1.378014,54
0101121E,2023-08-10 17:00,485.546,1.858,32926.833,33448.63,969.719,28.392,31.858,420.648,1.461,1.3809674,54
1011222,2023-08-10 17:00,456.374,1.991,33396.593,33056.981,969.833,28.599,31.691,420.648,1.461,1.3777538,54
0101121B,2023-08-10 18:00,536.557,2.489,32249.911,32458.393,969.893,34.931,29.624,436.442,1.629,1.4917244,56
0101121E,2023-08-10 18:00,502.207,1.986,32922.714,33415.196,969.977,35.042,29.689,436.442,1.629,1.5019542,56
1011222,2023-08-10 18:00,471.679,2.105,33416.179,33100.304,970.091,35.249,29.545,436.442,1.629,1.4983104,56
0101121B,2023-08-10 19:00,576.942,2.644,32090.509,32517.4,970.755,44.507,26.821,471.15,1.799,1.6149498,55
0101121E,2023-08-10 19:00,541.573,2.133,32618.255,33405.673,970.824,44.894,26.88,471.15,1.799,1.6346409,55
1011222,2023-08-10 19:00,508.691,2.239,33135.855,33182.091,970.947,44.983,26.757,471.15,1.799,1.6259683,55
0101121B,2023-08-10 20:00,625.675,2.689,31719.321,32703.792,971.311,51.808,24.612,512.63,1.839,1.6497941,53
0101121E,2023-08-10 20:00,587.672,2.173,32143.811,33566.566,971.408,52.441,24.664,512.63,1.839,1.6749308,53
1011222,2023-08-10 20:00,552.928,2.272,32668.491,33411.208,971.5,52.277,24.543,512.63,1.839,1.6576201,53
0101121B,2023-08-10 21:00,642.332,2.709,31695.804,32839.518,971.775,56.888,23.169,523.98,1.838,1.6608223,56
0101121E,2023-08-10 21:00,602.809,2.187,32065.571,33694.839,971.877,57.741,23.213,523.98,1.838,1.6899692,56
1011222,2023-08-10 21:00,567.529,2.283,32598.25,33581.286,971.893,57.275,23.103,523.98,1.838,1.6652916,56
0101121B,2023-08-10 22:00,671.342,2.723,31455.527,32949.473,971.92,60.9,22.035,544.386,1.817,1.659573,55
0101121E,2023-08-10 22:00,630.018,2.19,31773.418,33811.218,972.022,61.858,22.094,544.386,1.817,1.6915773,55
1011222,2023-08-10 22:00,593.705,2.286,32311.382,33728.327,972.115,61.063,21.978,544.386,1.817,1.6579868,55
0101121B,2023-08-10 23:00,691.722,2.7,31314.203,33114.492,972.044,63.727,21.061,559.758,1.776,1.6361823,59
0101121E,2023-08-10 23:00,649.647,2.167,31582.966,33970.492,972.151,64.941,21.113,559.758,1.776,1.6724857,59
1011222,2023-08-10 23:00,611.807,2.267,32137.254,33909.627,972.169,63.87,21,559.758,1.776,1.6334731,59
0101121B,2023-08-11,694.205,2.659,31387.068,33296.39,972.195,65.521,20.267,557.429,1.734,1.6018438,59
0101121E,2023-08-11,651.475,2.131,31628.831,34149.932,972.332,66.905,20.316,557.429,1.734,1.6404144,59
1011222,2023-08-11,613.388,2.23,32193.915,34108.186,972.319,65.598,20.21,557.429,1.734,1.5978844,59
0101121B,2023-08-11 01:00,683.988,2.634,31595.633,33414.7,972.495,66.826,19.729,548.127,1.698,1.5798696,60
0101121E,2023-08-11 01:00,642.273,2.108,31807.95,34266.067,972.652,68.334,19.778,548.127,1.698,1.620162,60
1011222,2023-08-11 01:00,603.777,2.21,32396.567,34235.983,972.593,66.959,19.646,548.127,1.698,1.5747413,60
0101121B,2023-08-11 02:00,709.897,2.586,31325.017,33589.19,972.624,67.586,19.135,570.391,1.663,1.5395293,58
0101121E,2023-08-11 02:00,667.164,2.069,31503.431,34428.431,972.819,69.234,19.191,570.391,1.663,1.5822921,58
1011222,2023-08-11 02:00,627.362,2.167,32096.241,34421.638,972.717,67.58,19.074,570.391,1.663,1.5334741,58
0101121B,2023-08-11 03:00,723.981,2.531,31202.864,33767.814,972.71,67.818,18.649,584.174,1.627,1.4986004,59
0101121E,2023-08-11 03:00,681.169,2.024,31348.644,34599.068,972.903,69.634,18.713,584.174,1.627,1.5445057,59
1011222,2023-08-11 03:00,640.125,2.119,31957.831,34616.237,972.808,67.828,18.562,584.174,1.627,1.490454,59
0101121B,2023-08-11 04:00,737.266,2.532,31056.357,33790.268,972.893,68.585,18.436,594.499,1.622,1.4952146,56
0101121E,2023-08-11 04:00,693.43,2.025,31196.911,34618.429,973.098,70.465,18.485,594.499,1.622,1.5406001,56
1011222,2023-08-11 04:00,651.941,2.122,31803.268,34635.393,973.025,68.604,18.362,594.499,1.622,1.4884876,56
0101121B,2023-08-11 05:00,718.41,2.715,31101.339,33206.068,973.181,67.973,20.001,574.67,1.666,1.6335773,59
0101121E,2023-08-11 05:00,673.741,2.167,31337.763,34082.339,973.395,69.282,20.047,574.67,1.666,1.6692096,59
1011222,2023-08-11 05:00,632.807,2.282,31930.237,34014.847,973.269,67.708,19.946,574.67,1.666,1.6213551,59
0101121B,2023-08-11 06:00,673.313,2.908,31263.927,32434.309,973.28,60.708,23.211,534.951,1.762,1.77098,55
0101121E,2023-08-11 06:00,627.318,2.334,31697.4,33336.509,973.542,61.444,23.275,534.951,1.762,1.7985489,55
1011222,2023-08-11 06:00,588.413,2.485,32256.782,33101.145,973.453,60.362,23.234,534.951,1.762,1.7628132,55
0101121B,2023-08-11 07:00,635.162,2.998,31034.75,31656.038,973.2,45.202,28.306,501.776,1.799,1.7802471,52
0101121E,2023-08-11 07:00,585.988,2.417,31779.462,32613.5,973.488,45.381,28.233,501.776,1.799,1.7794657,52
1011222,2023-08-11 07:00,550.21,2.59,32285.981,32243.75,973.375,44.983,28.149,501.776,1.799,1.7561748,52
0101121B,2023-08-11 08:00,611.686,3.125,30586.914,30831.448,973.222,34.58,33.218,482.302,1.855,1.8043772,58
0101121E,2023-08-11 08:00,563.488,2.524,31522.966,31836.379,973.472,34.508,33.182,482.302,1.855,1.7963352,58
1011222,2023-08-11 08:00,530.574,2.73,31973.845,31354.448,973.381,34.519,33.038,482.302,1.855,1.7827889,58
0101121B,2023-08-11 09:00,589.381,3.171,30268.796,30269.074,972.957,29.877,36.61,465.031,1.873,1.799969,54
0101121E,2023-08-11 09:00,545.639,2.58,31277.464,31274.179,973.193,27.585,37.143,465.031,1.873,1.7882952,56
1011222,2023-08-11 09:00,515.802,2.834,31656.25,30677.446,973.132,27.58,37.076,465.031,1.873,1.7813328,56
0101121B,2023-08-11 10:00,575.702,2.557,29789.521,29705.208,972.704,28.592,39.257,452.97,1.854,1.7443954,48
0101121E,2023-08-11 10:00,534.65,2.582,30857.278,30772.463,972.943,21.253,41.403,452.97,1.854,1.73278,54
1011222,2023-08-11 10:00,508.259,2.899,31170.574,30068.204,972.902,21.312,41.302,452.97,1.854,1.7283469,54
0101121B,2023-08-11 11:00,557.075,2.988,29865.754,29915.07,972.458,18.764,42.094,439.958,1.723,1.5913914,57
0101121E,2023-08-11 11:00,519.258,2.388,30996.298,31040.579,972.609,18.667,42.055,439.958,1.723,1.5796192,57
1011222,2023-08-11 11:00,494.323,2.696,31309.965,30329.912,972.642,18.901,41.842,439.958,1.723,1.5815586,57
0101121B,2023-08-11 12:00,542.781,2.951,29975,29898.151,972.242,17.892,42.625,427.701,1.704,1.560887,53
0101121E,2023-08-11 12:00,506.113,2.344,31118.604,31048.189,972.385,17.846,42.614,427.701,1.704,1.5556479,53
1011222,2023-08-11 12:00,482.043,2.663,31451.66,30336.736,972.445,18.182,42.206,427.701,1.704,1.5512862,53
0101121B,2023-08-11 13:00,533.628,2.834,29854,29876.404,972.005,15.592,44.071,419.611,1.616,1.4663542,57
0101121E,2023-08-11 13:00,498.012,2.234,31074.614,31101.14,972.112,15.857,43.768,419.611,1.616,1.4680839,57
1011222,2023-08-11 13:00,474.833,2.563,31390.175,30348.684,972.26,16.214,43.385,419.611,1.616,1.4712417,57
0101121B,2023-08-11 14:00,529.688,2.769,29896.667,29975.588,971.655,15.153,44.143,419.097,1.604,1.4316629,51
0101121E,2023-08-11 14:00,494.739,2.174,31139.824,31237.353,971.731,15.598,43.666,419.097,1.604,1.4376202,51
1011222,2023-08-11 14:00,471.988,2.487,31447.235,30496.137,971.929,15.941,43.313,419.097,1.604,1.4420401,51
0101121B,2023-08-11 15:00,522.289,2.603,30437.463,30597.963,971.319,16.894,41.628,418.589,1.541,1.399245,54
0101121E,2023-08-11 15:00,489.237,2.05,31580.093,31796.222,971.374,17.372,41.237,418.589,1.541,1.4094296,54
1011222,2023-08-11 15:00,465.376,2.304,31921.167,31134.87,971.537,17.698,40.884,418.589,1.541,1.4090563,54
0101121B,2023-08-11 16:00,518.015,2.587,30909.566,30958.792,970.989,20.059,39.259,420.047,1.59,1.4576999,53
0101121E,2023-08-11 16:00,487.057,2.047,31922.642,32086.302,971.045,20.345,39.078,420.047,1.59,1.4643765,53
1011222,2023-08-11 16:00,462.334,2.267,32262.094,31470.792,971.234,20.52,38.924,420.047,1.59,1.4651225,53
0101121B,2023-08-11 17:00,515.432,2.608,31747.604,31563.547,970.798,27.886,34.586,424.98,1.703,1.5758576,53
0101121E,2023-08-11 17:00,489.26,2.107,32512.849,32540.528,970.836,27.969,34.536,424.98,1.703,1.5760806,53
1011222,2023-08-11 17:00,462.049,2.266,32909.642,32074.509,971.03,28.071,34.479,424.98,1.703,1.5766696,53
0101121B,2023-08-11 18:00,548.74,2.807,31707.1,31561.24,970.848,36.146,31.84,455.693,1.955,1.7489092,50
0101121E,2023-08-11 18:00,521.404,2.3,32335,32441.42,970.912,36.336,31.929,455.693,1.955,1.7666711,50
1011222,2023-08-11 18:00,492.178,2.442,32771.88,32074.7,971.092,36.481,31.778,455.693,1.955,1.7584905,50
0101121B,2023-08-11 19:00,598.376,2.9,31550.6,31841.08,971.172,46.485,28.298,496.399,2.049,1.8384475,50
0101121E,2023-08-11 19:00,568.576,2.392,32029.16,32660.82,971.228,46.814,28.364,496.399,2.049,1.8585477,50
1011222,2023-08-11 19:00,536.592,2.515,32496,32393.24,971.374,47.022,28.227,496.399,2.049,1.8519617,50
