sensor,date,lpl_conc,mpl_conc,lpl_ir,mpl_ir,bme_pres,bme_rh,bme_temp,ref_co2,ref_h2o,bme_h2o,N
0101121E,2023-06-19 04:00,497.273,2.231,33858.464,33696.786,968.114,67.616,22.195,451.827,1.978,1.8684485,56
1011222,2023-06-19 04:00,440.302,2.278,34907.679,33727.607,968.154,68.133,22.118,451.827,1.978,1.8738785,56
0101121B,2023-06-19 05:00,537.44,2.629,33423.585,33143.283,967.94,69.989,22.036,455.331,1.989,1.9155416,53
0101121E,2023-06-19 05:00,527.568,2.405,33412.075,33357.774,968.138,76.225,21.59,455.331,1.989,2.0274365,53
1011222,2023-06-19 05:00,446.257,2.316,34817.868,33665.245,968.134,69.896,21.928,455.331,1.989,1.9000836,53
0101121B,2023-06-19 06:00,540.187,2.64,33362.212,33105.712,967.413,69.901,22.157,457.163,1.97,1.9281263,52
0101121E,2023-06-19 06:00,538.723,2.482,33246.923,33200.25,967.615,81.303,21.386,457.163,1.97,2.1394017,52
1011222,2023-06-19 06:00,447.171,2.33,34786.577,33615.596,967.592,69.748,22.047,457.163,1.97,1.91072,52
0101121B,2023-06-19 07:00,511.942,2.802,33292.519,32368.827,967.088,61.041,25.529,438.373,1.969,2.0600215,52
0101121E,2023-06-19 07:00,496.031,2.665,33633.038,32499.942,967.354,76.083,24.468,438.373,1.969,2.415147,52
1011222,2023-06-19 07:00,423.369,2.484,34837.769,32838.231,967.331,60.468,25.322,438.373,1.969,2.0136951,52
0101121B,2023-06-19 08:00,501.096,2.971,32570.607,31367,966.632,46.239,31.016,432.199,1.988,2.1454604,56
0101121E,2023-06-19 08:00,468.084,2.84,33519.179,31631.911,966.932,65.478,29.511,432.199,1.988,2.7900694,56
1011222,2023-06-19 08:00,414.554,2.689,34271.75,31703.804,966.884,45.21,30.871,432.199,1.988,2.0789922,56
0101121B,2023-06-19 09:00,501.007,2.972,32073.714,31001.679,966.593,38.413,33.947,435.688,1.972,2.1044251,28
0101121E,2023-06-19 09:00,463.025,2.906,31442.357,29415.446,966.852,57.76,32.712,435.688,1.972,2.9557302,28
1011222,2023-06-19 09:00,416.15,2.675,33813.732,31363.232,966.759,37.074,33.854,435.688,1.972,2.0193856,28
0101121B,2023-06-19 10:00,496.578,2.919,31425.764,30543.109,966.096,28.918,38.124,430.41,1.92,1.9871333,55
0101121E,2023-06-19 10:00,451.815,2.592,32818.418,31311.309,966.415,39.874,36.851,430.41,1.92,2.4991205,55
1011222,2023-06-19 10:00,413.615,2.643,33243.982,30895.382,966.313,27.8,38.054,430.41,1.92,1.9039862,55
0101121B,2023-06-19 11:00,490.2,2.52,30991.904,30811.865,965.604,20.209,41.175,425.744,1.687,1.6426819,52
0101121E,2023-06-19 11:00,446.758,2.037,32330.135,31874.692,965.835,20.447,40.864,425.744,1.687,1.6341841,52
1011222,2023-06-19 11:00,410.598,2.318,32863.788,31121.135,965.773,20.036,40.887,425.744,1.687,1.6046271,52
0101121B,2023-06-19 12:00,483.016,2.177,31011.891,31347.509,964.955,16.571,41.686,422.153,1.474,1.3863553,55
0101121E,2023-06-19 12:00,448.418,1.853,32207.855,32171.036,965.14,16.579,41.503,422.153,1.474,1.373508,55
1011222,2023-06-19 12:00,406.007,2.008,32891.527,31655.8,965.155,16.853,41.231,422.153,1.474,1.3761574,55
0101121B,2023-06-19 13:00,478.061,2.089,30970.561,31425.526,964.449,15.279,42.349,421.387,1.445,1.3200969,57
0101121E,2023-06-19 13:00,445.209,1.765,32179.93,32297.105,964.611,15.381,42.049,421.387,1.445,1.3083619,57
1011222,2023-06-19 13:00,404.212,1.924,32846.193,31767.895,964.702,15.723,41.723,421.387,1.445,1.3144104,57
0101121B,2023-06-19 14:00,467.582,1.997,32075.382,32425.891,964.242,21.206,36.999,422.199,1.473,1.3790249,55
0101121E,2023-06-19 14:00,439.685,1.703,33022.2,33147.909,964.322,21.141,36.908,422.199,1.473,1.3677646,55
1011222,2023-06-19 14:00,397.289,1.796,33758.036,32781.327,964.411,21.526,36.649,422.199,1.473,1.3731729,55
0101121B,2023-06-19 15:00,472.613,2.023,31774.036,32174.891,964.391,19.446,38.267,421.357,1.452,1.3553738,55
0101121E,2023-06-19 15:00,441.473,1.721,32873.891,32989.6,964.496,19.811,37.736,421.357,1.452,1.3418644,55
1011222,2023-06-19 15:00,398.175,1.823,33604.364,32583.873,964.633,20.186,37.55,421.357,1.452,1.3533143,55
0101121B,2023-06-19 16:00,464.668,2.098,32372.254,32422.339,964.224,24.62,35.575,419.792,1.58,1.4747013,59
0101121E,2023-06-19 16:00,437.471,1.802,33319.847,33158.254,964.341,24.968,35.056,419.792,1.58,1.4536256,59
1011222,2023-06-19 16:00,393.769,1.879,34051.525,32812.034,964.451,25.13,35.133,419.792,1.58,1.4695004,59
0101121B,2023-06-19 17:00,466.393,2.22,32962.683,32687.45,964.52,32.581,31.998,420.759,1.715,1.5947894,60
0101121E,2023-06-19 17:00,439.952,1.926,33749.95,33326.533,964.63,32.929,31.544,420.759,1.715,1.570118,60
1011222,2023-06-19 17:00,393.968,1.979,34539.417,33080.267,964.742,32.952,31.748,420.759,1.715,1.5902576,60
0101121B,2023-06-19 18:00,468.9,2.12,33490.4,33382.927,964.115,37.931,28.655,422.556,1.644,1.5452397,55
0101121E,2023-06-19 18:00,442.6,1.832,34108.2,33956.545,964.233,38.035,28.419,422.556,1.644,1.5281695,55
1011222,2023-06-19 18:00,395.273,1.869,34964.691,33808.4,964.327,38.087,28.534,422.556,1.644,1.5403666,55
0101121B,2023-06-19 19:00,474.178,2.002,33624.473,33841.582,964.185,38.621,27.327,427.117,1.538,1.455562,55
0101121E,2023-06-19 19:00,447.545,1.721,34171.636,34399.291,964.313,38.557,27.181,427.117,1.538,1.440594,55
1011222,2023-06-19 19:00,399.542,1.756,35053.327,34284.491,964.38,38.663,27.244,427.117,1.538,1.4498262,55
0101121B,2023-06-19 20:00,477.855,2.035,33721.776,33896.276,964.493,41.642,26.365,429.251,1.57,1.482593,58
0101121E,2023-06-19 20:00,450.726,1.751,34223.552,34431.172,964.607,41.515,26.272,429.251,1.57,1.4698514,58
1011222,2023-06-19 20:00,402.024,1.785,35127.5,34346.483,964.693,41.668,26.305,429.251,1.57,1.4779037,58
0101121B,2023-06-19 21:00,485.017,2.07,33753.537,33946.444,964.102,44.931,25.427,435.941,1.613,1.5134411,54
0101121E,2023-06-19 21:00,457.665,1.778,34197.389,34466.185,964.239,44.677,25.428,435.941,1.613,1.5048749,54
1011222,2023-06-19 21:00,408.563,1.814,35116.926,34408.185,964.302,44.92,25.397,435.941,1.613,1.5100247,54
0101121B,2023-06-19 22:00,499.717,2.159,33600.517,33811.707,964.755,48.599,24.85,447.583,1.681,1.5815631,58
0101121E,2023-06-19 22:00,471.179,1.862,34022.414,34311.741,964.89,48.326,24.857,447.583,1.681,1.5731881,58
1011222,2023-06-19 22:00,420.886,1.901,34961.552,34275.655,964.928,48.724,24.738,447.583,1.681,1.5748475,58
0101121B,2023-06-19 23:00,497.264,2.421,33679.273,33260,966.698,55.631,24.603,439.716,1.891,1.7755632,55
0101121E,2023-06-19 23:00,469.66,2.096,34089.255,33766.164,966.885,55.553,24.498,439.716,1.891,1.7613941,55
1011222,2023-06-19 23:00,419.095,2.141,35032.2,33724.655,966.895,55.916,24.446,439.716,1.891,1.7675922,55
0101121B,2023-06-20,510.734,2.662,33738.102,32979.729,967.61,67.658,22.815,435.76,2.065,1.9422018,59
0101121E,2023-06-20,481.854,2.312,34070.797,33452,967.78,67.652,22.727,435.76,2.065,1.9314367,59
1011222,2023-06-20,426.925,2.362,35097.593,33458.017,967.825,68.082,22.663,435.76,2.065,1.9360172,59
0101121B,2023-06-20 01:00,519.898,2.699,33609.667,32920.439,967.149,69.35,22.671,440.145,2.08,1.9745413,57
0101121E,2023-06-20 01:00,489.86,2.349,33943.684,33381.158,967.333,69.252,22.603,440.145,2.08,1.9632512,57
1011222,2023-06-20 01:00,432.463,2.395,34999.386,33395.807,967.332,69.508,22.591,440.145,2.08,1.9690714,57
0101121B,2023-06-20 02:00,522.851,2.673,33593.964,33000.164,967.151,69.588,22.457,441.816,2.042,1.9557013,55
0101121E,2023-06-20 02:00,492.236,2.324,33924.364,33459.491,967.355,69.419,22.391,441.816,2.042,1.9427538,55
1011222,2023-06-20 02:00,434.316,2.37,34989.527,33478.364,967.295,69.672,22.378,441.816,2.042,1.9484159,55
0101121B,2023-06-20 03:00,530.453,2.696,33487.448,32966.776,966.55,70.558,22.347,445.957,2.056,1.9709451,58
0101121E,2023-06-20 03:00,499.133,2.343,33815.224,33425.466,966.759,70.301,22.307,445.957,2.056,1.9585533,58
1011222,2023-06-20 03:00,439.788,2.393,34904.086,33446.862,966.695,70.757,22.232,445.957,2.056,1.9625131,58
0101121B,2023-06-20 04:00,532.984,2.686,33417.491,32962.123,966.47,69.723,22.545,449.357,2.015,1.9715628,57
0101121E,2023-06-20 04:00,500.384,2.332,33768.175,33424.088,966.688,69.31,22.553,449.357,2.015,1.9602884,57
1011222,2023-06-20 04:00,442.267,2.383,34835.561,33443.614,966.609,69.842,22.42,449.357,2.015,1.9596381,57
0101121B,2023-06-20 05:00,524.127,2.761,33301.627,32604.119,966.383,65.156,24.229,447.667,2.031,2.0382399,59
0101121E,2023-06-20 05:00,491.529,2.394,33746.797,33110.203,966.619,64.809,24.162,447.667,2.031,2.0188012,59
1011222,2023-06-20 05:00,436.192,2.456,34760.576,33068.814,966.497,65.601,24.001,447.667,2.031,2.0242176,59
0101121B,2023-06-20 06:00,510.431,2.731,33194.542,32406.729,966.273,56.812,26.311,439.875,1.994,2.0099653,59
0101121E,2023-06-20 06:00,477.893,2.369,33753,32948.051,966.549,56.606,26.191,439.875,1.994,1.9879008,59
1011222,2023-06-20 06:00,424.761,2.44,34724.966,32835.881,966.419,57.165,26.024,439.875,1.994,1.9881421,59
0101121B,2023-06-20 07:00,501.988,2.792,32821.672,31892.638,965.8,47.516,29.422,434.149,1.981,2.0136314,58
0101121E,2023-06-20 07:00,468.636,2.433,33535.483,32461.224,966.062,47.235,29.303,434.149,1.981,1.9874173,58
1011222,2023-06-20 07:00,417.657,2.533,34440.362,32219,965.941,47.405,29.214,434.149,1.981,1.9840215,58
0101121B,2023-06-20 08:00,492.86,2.863,32287.2,31248.818,965.224,37.776,33.462,429.793,1.999,2.0171197,55
0101121E,2023-06-20 08:00,460.671,2.5,33143.927,31862.818,965.487,37.381,33.391,429.793,1.999,1.9878165,55
1011222,2023-06-20 08:00,412.14,2.62,33972.782,31530.964,965.378,37.471,33.305,429.793,1.999,1.9831073,55
0101121B,2023-06-20 09:00,489.364,2.991,31881.857,30684.214,964.646,33.386,36.146,428.168,2.123,2.0714513,56
0101121E,2023-06-20 09:00,456.97,2.616,32831.143,31324.571,964.868,33.06,36.153,428.168,2.123,2.0513772,56
1011222,2023-06-20 09:00,410.702,2.761,33627.696,30955.286,964.839,33.404,35.85,428.168,2.123,2.0386655,56
0101121B,2023-06-20 10:00,485.473,2.986,31647.255,30477.509,964.3,29.93,37.848,425.701,2.131,2.0400914,55
0101121E,2023-06-20 10:00,453.144,2.599,32661.145,31166.764,964.495,29.668,37.83,425.701,2.131,2.0197987,55
1011222,2023-06-20 10:00,408.662,2.765,33417.582,30748.727,964.464,30.118,37.505,425.701,2.131,2.0148357,55
0101121B,2023-06-20 11:00,482.761,2.927,31535.982,30453.561,963.798,27.716,38.726,423.831,2.109,1.9809365,57
0101121E,2023-06-20 11:00,450.368,2.537,32585.912,31174.333,963.986,27.493,38.686,423.831,2.109,1.9604803,57
1011222,2023-06-20 11:00,406.64,2.714,33325,30728.965,964.012,28.063,38.352,423.831,2.109,1.9654164,57
0101121B,2023-06-20 12:00,480.112,2.897,31289.804,30283.294,963.3,24.774,40.36,422.171,2.083,1.9348454,51
0101121E,2023-06-20 12:00,448.259,2.503,32393.784,31048.843,963.473,24.631,40.257,422.171,2.083,1.9128869,51
1011222,2023-06-20 12:00,405.867,2.696,33114.529,30580.902,963.475,25.267,39.814,422.171,2.083,1.916498,51
0101121B,2023-06-20 13:00,475.135,2.764,31269.37,30431.889,963.169,22.932,40.909,420.275,1.992,1.8445482,54
0101121E,2023-06-20 13:00,444.731,2.375,32383.944,31231.537,963.324,22.941,40.729,420.275,1.992,1.8274519,54
1011222,2023-06-20 13:00,403.407,2.569,33072.352,30732.537,963.374,23.486,40.372,420.275,1.992,1.8355907,54
0101121B,2023-06-20 14:00,469.56,2.689,31576.362,30723.69,963.214,24.581,39.656,420.451,1.987,1.8487059,58
0101121E,2023-06-20 14:00,442.174,2.314,32612.069,31499.431,963.331,24.582,39.467,420.451,1.987,1.829887,58
1011222,2023-06-20 14:00,400.679,2.476,33302.517,31041.5,963.409,25.038,39.214,420.451,1.987,1.838634,58
0101121B,2023-06-20 15:00,468.896,2.665,31608.158,30783.877,962.584,24.384,39.536,419.534,1.964,1.8232157,57
0101121E,2023-06-20 15:00,440.798,2.288,32665.14,31578.246,962.719,24.532,39.262,419.534,1.964,1.8075949,57
1011222,2023-06-20 15:00,399.051,2.442,33378.509,31144.491,962.805,25.099,38.919,419.534,1.964,1.8154488,57
0101121B,2023-06-20 16:00,466.635,2.593,32286.228,31411.789,963.321,30.424,35.882,424.349,1.997,1.8620116,57
0101121E,2023-06-20 16:00,443.412,2.249,33107.421,32077,963.453,30.227,35.847,424.349,1.997,1.8459693,57
1011222,2023-06-20 16:00,400.433,2.359,33851.86,31734.211,963.539,30.71,35.624,424.349,1.997,1.8526412,57
0101121B,2023-06-20 17:00,469.828,2.676,32376.379,31373.845,963.429,32.76,35.073,425.241,2.06,1.9180055,58
0101121E,2023-06-20 17:00,445.321,2.324,33187.638,32026.31,963.54,32.567,35.033,425.241,2.06,1.9024666,58
1011222,2023-06-20 17:00,401.314,2.426,33961.5,31715.207,963.645,33.117,34.77,425.241,2.06,1.9061901,58
0101121B,2023-06-20 18:00,471.053,2.567,32958.441,32045.305,963.988,38.925,31.586,427.195,2.018,1.8728194,59
0101121E,2023-06-20 18:00,448.556,2.238,33593,32616.271,964.114,38.635,31.606,427.195,2.018,1.8607689,59
1011222,2023-06-20 18:00,402.695,2.306,34423.322,32409.983,964.186,39.263,31.386,427.195,2.018,1.8674909,59
0101121B,2023-06-20 19:00,481.017,2.64,33158.051,32181.814,964.537,45.792,29.45,435.025,2.083,1.9472846,59
0101121E,2023-06-20 19:00,458.736,2.308,33691.017,32712.288,964.671,45.492,29.448,435.025,2.083,1.9338986,59
1011222,2023-06-20 19:00,411.319,2.366,34553.017,32562.254,964.754,46.109,29.272,435.025,2.083,1.9400108,59
0101121B,2023-06-20 20:00,517.426,2.915,33148.246,32105.228,965.479,62.083,25.901,453.395,2.339,2.1463301,57
0101121E,2023-06-20 20:00,489.795,2.552,33577.842,32581.807,965.628,61.748,25.945,453.395,2.339,2.1399195,57
1011222,2023-06-20 20:00,439.132,2.603,34486.158,32523.982,965.695,62.555,25.79,453.395,2.339,2.1479593,57
0101121B,2023-06-20 21:00,547.41,2.947,32830.617,32163.967,965.978,66.663,24.912,473.707,2.348,2.1743527,60
0101121E,2023-06-20 21:00,517.205,2.584,33228.733,32618.05,966.162,66.442,24.942,473.707,2.348,2.1705508,60
1011222,2023-06-20 21:00,462.77,2.633,34169.1,32583.45,966.192,67.042,24.839,473.707,2.348,2.1767263,60
0101121B,2023-06-20 22:00,567.334,2.947,32582.797,32208.797,966.154,68.108,24.538,490.358,2.316,2.1721882,59
0101121E,2023-06-20 22:00,535.886,2.582,32964.695,32662.237,966.337,67.751,24.558,490.358,2.316,2.1629477,59
1011222,2023-06-20 22:00,478.707,2.627,33928.712,32644.322,966.32,68.243,24.463,490.358,2.316,2.1663239,59
0101121B,2023-06-20 23:00,594.916,2.852,32267.825,32467.421,966.082,68.288,23.909,516.117,2.228,2.0975229,57
0101121E,2023-06-20 23:00,561.488,2.489,32622.053,32923.263,966.325,67.75,23.967,516.117,2.228,2.0877053,57
1011222,2023-06-20 23:00,502.507,2.531,33588.596,32929.842,966.246,68.209,23.838,516.117,2.228,2.0858335,57
0101121B,2023-06-21,619.998,2.77,32018.362,32724.828,966.295,69.232,23.115,536.67,2.172,2.0266317,58
0101121E,2023-06-21,585.319,2.418,32333.259,33165.259,966.516,68.883,23.172,536.67,2.172,2.0229131,58
1011222,2023-06-21,524.276,2.456,33307.759,33199.517,966.457,69.109,23.044,536.67,2.172,2.0140553,58
0101121B,2023-06-21 01:00,622.784,2.766,32019.309,32763.582,966.964,70.127,22.848,534.985,2.132,2.0186086,55
0101121E,2023-06-21 01:00,586.991,2.411,32338.236,33206.182,967.198,69.633,22.888,534.985,2.132,2.0087223,55
1011222,2023-06-21 01:00,524.92,2.455,33329.018,33233.255,967.113,70.07,22.778,534.985,2.132,2.0081629,55
0101121B,2023-06-21 02:00,625.891,2.803,31941.214,32662.911,967.43,70.051,23.082,539.155,2.136,2.0441323,56
0101121E,2023-06-21 02:00,589.879,2.443,32270.75,33110.5,967.696,69.474,23.127,539.155,2.136,2.0322086,56
1011222,2023-06-21 02:00,527.58,2.491,33260.429,33124.571,967.559,70.039,23.003,539.155,2.136,2.0338253,56
0101121B,2023-06-21 03:00,653.172,2.801,31574,32677.93,968.011,70.407,22.969,562.226,2.142,2.0393761,57
0101121E,2023-06-21 03:00,615.584,2.447,31895.632,33113.351,968.282,69.957,23.013,562.226,2.142,2.0311746,57
1011222,2023-06-21 03:00,550.909,2.497,32889.895,33128.456,968.118,70.524,22.873,562.226,2.142,2.0306809,57
0101121B,2023-06-21 04:00,639.923,2.933,31593.246,32283.526,968.693,69.121,24.116,548.695,2.171,2.1432735,57
0101121E,2023-06-21 04:00,601.905,2.565,31988,32739.561,968.979,68.786,24.118,548.695,2.171,2.132568,57
1011222,2023-06-21 04:00,539.818,2.632,32946.211,32691.807,968.842,69.686,23.982,548.695,2.171,2.1432985,57
0101121B,2023-06-21 05:00,568.832,2.868,32170.054,32046.982,968.93,56.901,27.112,493.805,2.08,2.1019656,56
0101121E,2023-06-21 05:00,534.82,2.489,32716.482,32603.268,969.252,56.754,27.006,493.805,2.08,2.0826675,56
1011222,2023-06-21 05:00,479.643,2.569,33626,32457.946,969.066,57.339,26.858,493.805,2.08,2.0865876,56
0101121B,2023-06-21 06:00,528.671,2.681,32605.214,32264.482,968.789,49.297,28.179,460.984,1.975,1.9437099,56
0101121E,2023-06-21 06:00,497.441,2.317,33195.893,32847.464,969.059,49.021,28.091,460.984,1.975,1.9224218,56
1011222,2023-06-21 06:00,446.129,2.409,34077.339,32641.054,968.886,49.474,27.977,460.984,1.975,1.927612,56
0101121B,2023-06-21 07:00,524.74,2.739,32534.472,32064.83,969.711,47.497,29.002,457.942,2.033,1.9540207,53
0101121E,2023-06-21 07:00,494.453,2.377,33161.057,32656.698,969.985,47.481,28.784,457.942,2.033,1.9287916,53
1011222,2023-06-21 07:00,443.817,2.474,34020.302,32428.981,969.798,47.903,28.715,457.942,2.033,1.9379839,53
0101121B,2023-06-21 08:00,516.177,2.726,33313.579,32582.421,970.081,60.352,24.964,439.249,1.973,1.9620099,57
0101121E,2023-06-21 08:00,484.349,2.393,33785.316,33033.474,970.34,59.996,24.907,439.249,1.973,1.9434878,57
1011222,2023-06-21 08:00,431.247,2.453,34752.579,32968.807,970.151,60.548,24.798,439.249,1.973,1.9483462,57
0101121B,2023-06-21 09:00,506.066,2.83,32418.017,31562.707,970.272,42.167,31.454,433.116,1.896,1.9838939,58
0101121E,2023-06-21 09:00,472.353,2.489,33202.224,32107.466,970.547,41.949,31.41,433.116,1.896,1.96764,58
1011222,2023-06-21 09:00,422.398,2.604,34065.379,31816.966,970.407,42.3,31.279,433.116,1.896,1.9703938,58
0101121B,2023-06-21 10:00,494.026,2.725,32422.293,31615.397,970.438,37.502,32.564,428.339,1.923,1.8966514,58
0101121E,2023-06-21 10:00,463.153,2.384,33222.483,32204.724,970.691,37.356,32.483,428.339,1.923,1.8800081,58
1011222,2023-06-21 10:00,415.376,2.493,34074.31,31923.121,970.55,38.002,32.176,428.339,1.923,1.8798995,58
0101121B,2023-06-21 11:00,493.26,2.563,31990.273,31563.8,970.102,29.632,35.158,424.25,1.757,1.7223888,55
0101121E,2023-06-21 11:00,459.711,2.222,32937.545,32231.745,970.353,29.497,35.029,424.25,1.757,1.7018671,55
1011222,2023-06-21 11:00,412.815,2.344,33753.964,31881.036,970.22,30.027,34.722,424.25,1.757,1.7029872,55
0101121B,2023-06-21 12:00,487.222,2.552,31777.309,31348.255,970.005,26.322,36.945,422.684,1.782,1.6985034,55
0101121E,2023-06-21 12:00,455.46,2.203,32763.509,32059.4,970.225,26.176,36.824,422.684,1.782,1.6779664,55
1011222,2023-06-21 12:00,410.593,2.339,33540.509,31670.418,970.158,26.777,36.453,422.684,1.782,1.6817451,55
0101121B,2023-06-21 13:00,482.407,2.418,31920.567,31645.033,969.927,25.837,36.554,422.544,1.708,1.6267244,60
0101121E,2023-06-21 13:00,452.777,2.074,32858.983,32368.517,970.123,25.71,36.467,422.544,1.708,1.6113366,60
1011222,2023-06-21 13:00,408.682,2.205,33626.933,31980.767,970.092,26.275,36.1,422.544,1.708,1.6142653,60
0101121B,2023-06-21 14:00,477.976,2.388,32374.983,32009.793,969.867,29.676,34.337,422.407,1.727,1.6584076,58
0101121E,2023-06-21 14:00,450.991,2.055,33195.448,32683.086,970.043,29.515,34.263,422.407,1.727,1.6424569,58
1011222,2023-06-21 14:00,405.872,2.157,33994.448,32367.362,970.024,30.06,33.961,422.407,1.727,1.6448597,58
0101121B,2023-06-21 15:00,477.531,2.448,32422.673,31929.836,969.915,31.019,34.103,423.265,1.801,1.7105624,55
0101121E,2023-06-21 15:00,451.293,2.109,33221.291,32597.636,970.096,30.877,34.035,423.265,1.801,1.6960001,55
1011222,2023-06-21 15:00,406.153,2.208,34015,32288.309,970.102,31.422,33.783,423.265,1.801,1.7018399,55
0101121B,2023-06-21 16:00,475.078,2.513,32537.352,31863.019,968.948,33.063,33.664,422.484,1.875,1.7821829,54
0101121E,2023-06-21 16:00,449.956,2.169,33316.5,32531.241,969.133,33.027,33.505,422.484,1.875,1.7641046,54
1011222,2023-06-21 16:00,404.343,2.261,34110.519,32232.296,969.148,33.488,33.356,422.484,1.875,1.7739089,54
0101121B,2023-06-21 17:00,472.709,2.525,32672.056,31919.778,968.604,34.551,33.103,422.013,1.91,1.8043485,54
0101121E,2023-06-21 17:00,449.057,2.186,33404.87,32563.463,968.778,34.464,32.964,422.013,1.91,1.7856875,54
1011222,2023-06-21 17:00,403.302,2.269,34201.259,32283.241,968.82,34.852,32.868,422.013,1.91,1.7959534,54
0101121B,2023-06-21 18:00,480.447,2.649,32906.067,31963.417,967.952,41.342,31,429.585,2.05,1.9159175,60
0101121E,2023-06-21 18:00,456.872,2.304,33514.717,32534.733,968.113,40.878,31.086,429.585,2.05,1.9036162,60
1011222,2023-06-21 18:00,410.09,2.375,34358.35,32335.117,968.12,41.461,30.853,429.585,2.05,1.9052436,60
0101121B,2023-06-21 19:00,492.393,2.622,33089.983,32313.424,967.878,46.91,28.739,440.11,2.039,1.9119209,59
0101121E,2023-06-21 19:00,469.39,2.284,33586.458,32843.966,968.041,46.442,28.8,440.11,2.039,1.899204,59
1011222,2023-06-21 19:00,420.749,2.342,34460.593,32702.797,968.032,47.015,28.636,440.11,2.039,1.9044858,59
